model,mode,video_id,title,topic,subtopic,query_source,pool_scope,candidate_pool_size,top5,top5_with_scores,gold_keywords,vlm_order,ndcg_at_5,weighted_precision_at_5
bert,summary_shortlist,KeYfQ8Em9BU,Regions in the complex plane,Complex Numbers,Complex Plane and Loci,title+summary_in_summary_shortlist,summary_shortlist:34,34,"Regions in the complex plane, Complex plane, Imaginary part, Rectangular form (Standard form), Real part",1. Regions in the complex plane (1.000); 2. Complex plane (0.905); 3. Imaginary part (0.802); 4. Rectangular form (Standard form) (0.600); 5. Real part (0.566),"Argand diagram, Complex plane, Imaginary part, Real part, Regions in the complex plane, Algebraic form, Equations involving complex numbers, Modulus of a complex number, Rectangular form (Standard form)","Regions in the complex plane, Complex plane, Imaginary part, Real part, Rectangular form (Standard form)",0.9513,0.9333
bert,summary_shortlist,AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,title+summary_in_summary_shortlist,summary_shortlist:34,34,"Equations involving complex numbers, Modulus of a complex number, Regions in the complex plane, Argand diagram, Algebraic form",1. Equations involving complex numbers (1.000); 2. Modulus of a complex number (0.894); 3. Regions in the complex plane (0.865); 4. Argand diagram (0.746); 5. Algebraic form (0.701),"Argand diagram, Complex plane, Equations involving complex numbers, Modulus of a complex number, Regions in the complex plane, Algebraic form, Imaginary part, Operations with complex numbers, Real part, Rectangular form (Standard form)","Equations involving complex numbers, Regions in the complex plane, Modulus of a complex number, Argand diagram, Algebraic form",0.9563,0.9333
bert,summary_shortlist,G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,title+summary_in_summary_shortlist,summary_shortlist:54,54,"Second derivative test, Local maximum, Local minimum, Critical point, Concavity",1. Second derivative test (1.000); 2. Local maximum (0.891); 3. Local minimum (0.879); 4. Critical point (0.836); 5. Concavity (0.675),"Critical point, Local maximum, Local minimum, Second derivative test, Concavity, First derivative test, Higher-order derivatives, Optimization, Stationary point, Unconstrained optimization","Second derivative test, Local maximum, Local minimum, Critical point, Concavity",1.0,0.9333
bert,summary_shortlist,8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,title+summary_in_summary_shortlist,summary_shortlist:37,37,"Lagrange multipliers, Constrained optimization, Optimization, Minimum, Maximum",1. Lagrange multipliers (1.000); 2. Constrained optimization (0.937); 3. Optimization (0.843); 4. Minimum (0.681); 5. Maximum (0.619),"Constrained optimization, Lagrange multipliers, Optimization, Critical point, Feasible set, Maximum, Minimum, Optimal solution, Stationary point","Lagrange multipliers, Constrained optimization, Optimization, Minimum, Maximum",1.0,0.8667
bert,summary_shortlist,LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,title+summary_in_summary_shortlist,summary_shortlist:54,54,"Local maximum, Local minimum, Second derivative test, Critical point, Saddle point",1. Local maximum (0.958); 2. Local minimum (0.931); 3. Second derivative test (0.890); 4. Critical point (0.874); 5. Saddle point (0.767),"Critical point, Hessian matrix, Local maximum, Local minimum, Saddle point, Second derivative test, Unconstrained optimization, Maximum, Minimum, Optimization, Stationary point","Local maximum, Local minimum, Second derivative test, Critical point, Saddle point",1.0,1.0
bert,summary_shortlist,vwUV2IDLP8Q,Constrained Optimization,Optimization,Constrained Optimization,title+summary_in_summary_shortlist,summary_shortlist:40,40,"Constrained optimization, Optimization, Lagrange multipliers, Feasible set, Maximum",1. Constrained optimization (1.000); 2. Optimization (0.888); 3. Lagrange multipliers (0.861); 4. Feasible set (0.706); 5. Maximum (0.597),"Constrained optimization, Lagrange multipliers, Maximum, Optimization, Critical point, Feasible set, Maximizer, Optimal solution, Stationary point, Tangent line","Constrained optimization, Optimization, Lagrange multipliers, Feasible set, Maximum",0.9948,0.9333
bert,summary_shortlist,kv8pMEALdWo,Introduction to Kuhn-Tucker Conditions,Optimization,Constrained Optimization,title+summary_in_summary_shortlist,summary_shortlist:38,38,"Constrained optimization, Optimization, KKT conditions, Optimal solution, Lagrange multipliers",1. Constrained optimization (1.000); 2. Optimization (0.916); 3. KKT conditions (0.836); 4. Optimal solution (0.823); 5. Lagrange multipliers (0.812),"Constrained optimization, KKT conditions, Optimal solution, Optimization, Feasible set, Global optimum, Lagrange multipliers, Maximizer, Maximum, Minimizer, Minimum","Constrained optimization, Optimization, KKT conditions, Optimal solution, Lagrange multipliers",1.0,0.9333
bert,summary_shortlist,QqAPCIIdx-E,Derivative using Chain and Product Rules,Differentiation,Derivative Rules,title+summary_in_summary_shortlist,summary_shortlist:52,52,"Chain rule, Product rule, Power rule, Trigonometric rules, Trigonometric functions",1. Chain rule (1.000); 2. Product rule (0.948); 3. Power rule (0.902); 4. Trigonometric rules (0.720); 5. Trigonometric functions (0.641),"Chain rule, Derivative definition, Power rule, Product rule, Differentiability, Instantaneous rate of change, Leibniz notation, Slope, Sum/Difference rule","Chain rule, Product rule, Power rule, Trigonometric rules, Trigonometric functions",0.7558,0.6
bert,summary_shortlist,QhB481jPAa4,Differentiation of y = cos(ax),Differentiation,Derivative Rules,title+summary_in_summary_shortlist,summary_shortlist:52,52,"Chain rule, Trigonometric rules, Product rule, Trigonometric functions, Power rule",1. Chain rule (1.000); 2. Trigonometric rules (0.976); 3. Product rule (0.943); 4. Trigonometric functions (0.869); 5. Power rule (0.814),"Chain rule, Product rule, Trigonometric functions, Trigonometric rules, Constant rule, Leibniz notation, Power rule","Chain rule, Trigonometric rules, Product rule, Trigonometric functions, Power rule",1.0,0.9333
bert,summary_shortlist,JTDa2uZS2gI,Calculating Partial Derivatives,Differentiation,Partial Derivatives,title+summary_in_summary_shortlist,summary_shortlist:54,54,"Chain rule, Constant rule, Derivative definition, Trigonometric rules, Power rule",1. Chain rule (1.000); 2. Constant rule (0.959); 3. Derivative definition (0.952); 4. Trigonometric rules (0.801); 5. Power rule (0.787),"Constant rule, Derivative definition, Power rule, Product rule, Quotient rule, Sum/Difference rule, Chain rule, Differentiability, Higher-order derivatives, Instantaneous rate of change, Leibniz notation, Slope","Chain rule, Constant rule, Derivative definition, Trigonometric rules, Power rule",0.7409,0.7333
bert,summary_shortlist,TDHI-aieyfk,Derivatives of Common Functions,Differentiation,Derivatives,title+summary_in_summary_shortlist,summary_shortlist:53,53,"Trigonometric rules, Exponential rule, Logarithmic rule, Tangent line, Slope",1. Trigonometric rules (0.964); 2. Exponential rule (0.917); 3. Logarithmic rule (0.876); 4. Tangent line (0.757); 5. Slope (0.703),"Exponential rule, Logarithmic rule, Trigonometric functions, Trigonometric rules, Differentiability, Instantaneous rate of change, Leibniz notation, Slope, Tangent line","Trigonometric rules, Exponential rule, Logarithmic rule, Tangent line, Slope",0.9491,0.8667
bert,summary_shortlist,uKfcS7-O6UE,Quotient Rule for Differentiation,Differentiation,Derivatives,title+summary_in_summary_shortlist,summary_shortlist:53,53,"Quotient rule, Constant rule, Power rule, Sum/Difference rule, Leibniz notation",1. Quotient rule (1.000); 2. Constant rule (0.794); 3. Power rule (0.777); 4. Sum/Difference rule (0.772); 5. Leibniz notation (0.638),"Derivative definition, Differentiability, Quotient rule, Chain rule, Instantaneous rate of change, Power rule, Product rule, Slope, Sum/Difference rule","Quotient rule, Constant rule, Power rule, Sum/Difference rule, Leibniz notation",0.6538,0.5333
bert,summary_shortlist_fusion,KTNcYYHuBTY,Powers of the Imaginary Unit i,Complex Numbers,Complex Powers and Roots,summary_shortlist+late_fusion,summary_shortlist:29,29,"Powers of i, Powers of complex numbers, Imaginary part, Operations with complex numbers, Nth root",1. Powers of i (0.996); 2. Powers of complex numbers (0.991); 3. Imaginary part (0.892); 4. Operations with complex numbers (0.852); 5. Nth root (0.667),"Powers of i, Roots of unity, Complex plane, Complex plane rotation, Imaginary part, Modulus of a complex number, Operations with complex numbers, Powers of complex numbers, Real part, Rectangular form (Standard form)","Powers of i, Powers of complex numbers, Imaginary part, Operations with complex numbers, Nth root",0.8134,0.6
bert,summary_shortlist_fusion,BZxZ_eEuJBM,Complex Conjugates,Complex Numbers,Complex Arithmetic,summary_shortlist+late_fusion,summary_shortlist:30,30,"Operations with complex numbers, Imaginary part, Conjugate number, Real part, Argand diagram",1. Operations with complex numbers (0.995); 2. Imaginary part (0.990); 3. Conjugate number (0.983); 4. Real part (0.684); 5. Argand diagram (0.567),"Conjugate number, Imaginary part, Operations with complex numbers, Real part, Rectangular form (Standard form), Algebraic form, Argand diagram, Complex plane, Equations involving complex numbers","Operations with complex numbers, Imaginary part, Conjugate number, Real part, Argand diagram",0.9563,0.9333
bert,summary_shortlist_fusion,kpywdu1afas,Introduction to Complex Numbers,Complex Numbers,Complex Plane and Loci,summary_shortlist+late_fusion,summary_shortlist:29,29,"Operations with complex numbers, Complex plane, Imaginary part, Powers of i, Real part",1. Operations with complex numbers (0.991); 2. Complex plane (0.976); 3. Imaginary part (0.944); 4. Powers of i (0.764); 5. Real part (0.524),"Algebraic form, Argand diagram, Complex plane, Imaginary part, Real part, Rectangular form (Standard form), Conjugate number, Modulus of a complex number, Nth root, Powers of i","Imaginary part, Operations with complex numbers, Complex plane, Powers of i, Real part",0.7252,0.8
bert,summary_shortlist_fusion,KeYfQ8Em9BU,Regions in the complex plane,Complex Numbers,Complex Plane and Loci,summary_shortlist+late_fusion,summary_shortlist:34,34,"Regions in the complex plane, Complex plane, Imaginary part, Rectangular form (Standard form), Real part",1. Regions in the complex plane (1.000); 2. Complex plane (0.891); 3. Imaginary part (0.776); 4. Rectangular form (Standard form) (0.587); 5. Real part (0.567),"Argand diagram, Complex plane, Imaginary part, Real part, Regions in the complex plane, Algebraic form, Equations involving complex numbers, Modulus of a complex number, Rectangular form (Standard form)","Regions in the complex plane, Complex plane, Imaginary part, Real part, Rectangular form (Standard form)",0.9513,0.9333
bert,summary_shortlist_fusion,AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,summary_shortlist+late_fusion,summary_shortlist:34,34,"Equations involving complex numbers, Modulus of a complex number, Regions in the complex plane, Argand diagram, Algebraic form",1. Equations involving complex numbers (0.939); 2. Modulus of a complex number (0.892); 3. Regions in the complex plane (0.875); 4. Argand diagram (0.746); 5. Algebraic form (0.690),"Argand diagram, Complex plane, Equations involving complex numbers, Modulus of a complex number, Regions in the complex plane, Algebraic form, Imaginary part, Operations with complex numbers, Real part, Rectangular form (Standard form)","Equations involving complex numbers, Regions in the complex plane, Modulus of a complex number, Argand diagram, Algebraic form",0.9563,0.9333
bert,summary_shortlist_fusion,G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,summary_shortlist+late_fusion,summary_shortlist:54,54,"Second derivative test, Local maximum, Local minimum, Critical point, Concavity",1. Second derivative test (1.000); 2. Local maximum (0.819); 3. Local minimum (0.799); 4. Critical point (0.776); 5. Concavity (0.638),"Critical point, Local maximum, Local minimum, Second derivative test, Concavity, First derivative test, Higher-order derivatives, Optimization, Stationary point, Unconstrained optimization","Second derivative test, Local maximum, Local minimum, Critical point, Concavity",1.0,0.9333
bert,summary_shortlist_fusion,8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,summary_shortlist+late_fusion,summary_shortlist:37,37,"Lagrange multipliers, Constrained optimization, Optimization, Minimum, Maximum",1. Lagrange multipliers (1.000); 2. Constrained optimization (0.863); 3. Optimization (0.778); 4. Minimum (0.655); 5. Maximum (0.606),"Constrained optimization, Lagrange multipliers, Optimization, Critical point, Feasible set, Maximum, Minimum, Optimal solution, Stationary point","Lagrange multipliers, Constrained optimization, Optimization, Minimum, Maximum",1.0,0.8667
bert,summary_shortlist_fusion,LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,summary_shortlist+late_fusion,summary_shortlist:54,54,"Local maximum, Local minimum, Critical point, Second derivative test, Saddle point",1. Local maximum (0.961); 2. Local minimum (0.935); 3. Critical point (0.809); 4. Second derivative test (0.793); 5. Saddle point (0.740),"Critical point, Hessian matrix, Local maximum, Local minimum, Saddle point, Second derivative test, Unconstrained optimization, Maximum, Minimum, Optimization, Stationary point","Local maximum, Local minimum, Second derivative test, Critical point, Saddle point",1.0,1.0
